,0
1598201634,2
1598202197,2
1598636465,2
1598635942,2
1598635718,2
1598635433,2
1598634993,2
1598649875,2
1598634831,2
1598634589,2
1598634099,2
1598633902,2
1598633657,2
1598633084,2
1598632218,2
1598631266,2
1598629079,2
1598644044,2
1598651685,2
1598547440,2
1598659839,2
1598662721,2
1598662431,2
1598662243,2
1598662100,2
1598661949,2
1598661845,2
1598660557,2
1598660428,2
1598660249,2
1598659681,2
1598652567,2
1598659111,2
1598658532,2
1598657316,2
1598656965,2
1598654905,2
1598654611,2
1598653433,2
1598653204,2
1598652701,2
1598628904,2
1598628414,2
1598625996,2
1598575470,2
1598582311,2
1598581869,2
1598581501,2
1598580447,2
1598579890,2
1598579025,2
1598576407,2
1598575933,2
1598575551,2
1598575023,2
1598625712,2
1598572682,2
1598568937,2
1598568647,2
1598566366,2
1598563637,2
1598561871,2
1598558771,2
1598550267,2
1598548367,2
1598583050,2
1598206790,2
1598205060,2
1598584725,2
1598625646,2
1598625254,2
1598624735,2
1598624634,2
1598623399,2
1598623083,2
1598619046,2
1598202635,2
1598616686,2
1598615407,2
1598614998,2
1598614594,2
1598614194,2
1598609675,2
1598606053,2
1598606013,2
1598602603,2
1598599385,2
1598591720,2
1598502396,2
1598498866,2
1598498253,2
1598418417,2
1598403435,2
1598405337,2
1598408255,2
1598413439,2
1598416443,2
1598416673,2
1598417432,2
1598417532,2
1598417918,2
1598418611,2
1598397205,2
1598418882,2
1598419185,2
1598419335,2
1598420149,2
1598422346,2
1598422676,2
1598422938,2
1598423037,2
1598423415,2
1598401190,2
1598396989,2
1598365005,2
1598376859,2
1598367501,2
1598369794,2
1598370572,2
1598373925,2
1598374262,2
1598374903,2
1598375194,2
1598375522,2
1598376483,2
1598384726,2
1598395898,2
1598387579,2
1598389780,2
1598390041,2
1598390133,2
1598391570,2
1598391918,2
1598392588,2
1598393744,2
1598394914,2
1598423748,2
1598424114,2
1598424122,2
1598446787,2
1598443568,2
1598444481,2
1598444769,2
1598444902,2
1598445044,2
1598445129,2
1598445321,2
1598445707,2
1598446056,2
1598447317,2
1598424225,2
1598447645,2
1598447997,2
1598448627,2
1598448758,2
1598448786,2
1598449140,2
1598450100,2
1598450484,2
1598453223,2
1598441423,2
1598440028,2
1598439330,2
1598439264,2
1598424284,2
1598424303,2
1598424641,2
1598424951,2
1598425410,2
1597927321,2
1598427300,2
1598427394,2
1598427669,2
1598428046,2
1598428870,2
1598430722,2
1598430994,2
1598431611,2
1598432680,2
1598432890,2
1598434520,2
1598435729,2
1598437989,2
1598367078,2
1598364701,2
1598280940,2
1598314498,2
1598486637,2
1598485976,2
1598485484,2
1598485065,2
1598482688,2
1598312278,2
1598312632,2
1598312922,2
1598314208,2
1598481332,2
1598488484,2
1598316588,2
1598316896,2
1598318483,2
1598318872,2
1598319029,2
1598325167,2
1598477651,2
1598476352,2
1598468952,2
1598487345,2
1598488645,2
1598364258,2
1598303560,2
1598281757,2
1598282120,2
1598282875,2
1598286625,2
1598497423,2
1598497321,2
1598495713,2
1598495420,2
1598303533,2
1598303711,2
1598490097,2
1598304664,2
1598493754,2
1598307679,2
1598309582,2
1598311122,2
1598492072,2
1598491713,2
1598491580,2
1598491079,2
1598468038,2
1598467250,2
1598465659,2
1598343549,2
1598342534,2
1598342791,2
1598342839,2
1598461840,2
1598454937,2
1598454497,2
1598453965,2
1598343048,2
1598343291,2
1598343876,2
1598332265,2
1598344231,2
1598344500,2
1598344817,2
1598345126,2
1598345377,2
1598348719,2
1598352551,2
1598354721,2
1598362416,2
1598342319,2
1598342157,2
1598341794,2
1598341636,2
1598332593,2
1598332782,2
1598332904,2
1598333160,2
1598333165,2
1598334118,2
1598334471,2
1598337179,2
1598337223,2
1598338882,2
1598339468,2
1598340200,2
1598340323,2
1598340661,2
1598340677,2
1598340812,2
1598341081,2
1598341287,2
1598341429,2
1598663161,2
1598544697,2
1598668142,2
1598155394,2
1598703961,2
1598704281,2
1598015709,2
1598015984,2
1598705479,2
1598705870,2
1598706576,2
1598152491,2
1598153163,2
1598756067,2
1598155361,2
1598156222,2
1598703112,2
1598158655,2
1598158762,2
1599428175,2
1598159883,2
1598161069,2
1598161266,2
1599248191,2
1598162060,2
1599248470,2
1598016146,2
1598166406,2
1598015412,2
1598014462,2
1598166431,2
1598961537,2
1598198401,2
1598146310,2
1598035666,2
1598035662,2
1598035429,2
1598700584,2
1598034955,2
1597982069,2
1598034277,2
1598033494,2
1598193613,2
1598146685,2
1598012182,2
1598147205,2
1598147803,2
1598954910,2
1597998570,2
1598004047,2
1598953689,2
1598147951,2
1598148325,2
1598008211,2
1598009253,2
1598010362,2
1598166421,2
1598896204,2
1598036970,2
1599320532,2
1598196719,2
1598049996,2
1598173152,2
1599360864,2
1598033060,2
1598178404,2
1598179104,2
1598896041,2
1598183927,2
1598185498,2
1598188039,2
1598196253,2
1598172117,2
1598894602,2
1598893998,2
1598894024,2
1598190073,2
1598024739,2
1598190460,2
1598025116,2
1598195700,2
1598025441,2
1598028875,2
1598194126,2
1598173136,2
1598171900,2
1598033464,2
1598167408,2
1598197899,2
1598166594,2
1598197331,2
1598896159,2
1598166979,2
1599017565,2
1598196974,2
1598016311,2
1598016831,2
1598167347,2
1598017078,2
1598017883,2
1598168715,2
1598018079,2
1598167784,2
1599381948,2
1598019833,2
1598022243,2
1598022653,2
1598022942,2
1598023491,2
1598167785,2
1598024023,2
1598168277,2
1598036854,2
1599041989,2
1598064304,2
1597953368,2
1598043888,2
1598062229,2
1598675554,2
1598117188,2
1597966999,2
1598116928,2
1598063795,2
1598062848,2
1598675837,2
1598675194,2
1598116275,2
1597972740,2
1597973489,2
1597973847,2
1598695686,2
1598040913,2
1597975302,2
1598043592,2
1597972441,2
1598041172,2
1598896455,2
1598896892,2
1598124465,2
1598055602,2
1598042827,2
1598053267,2
1598042618,2
1598053004,2
1598133671,2
1599098355,2
1598142985,2
1598042001,2
1598041850,2
1598050346,2
1598692699,2
1598692724,2
1598041486,2
1597976016,2
1598697475,2
1598118682,2
1598064921,2
1598669593,2
1598044078,2
1598046576,2
1598688280,2
1598896751,2
1598687099,2
1598066010,2
1598144205,2
1598896623,2
1598145201,2
1598036994,2
1598145924,2
1598669342,2
1598146127,2
1598668700,2
1598896321,2
1598074544,2
1598689709,2
1598039582,2
1598039219,2
1598040723,2
1598143580,2
1598143787,2
1598040618,2
1598115461,2
1598039823,2
1597941479,2
1598673593,2
1598119341,2
1598039446,2
1597937979,2
1598144009,2
1597931578,2
1598672087,2
1598114814,2
1598114505,2
1598063328,2
1591934608,1
1599064577,1
1592130471,1
1599045369,1
1592203200,1
1592193325,1
1599172543,1
1599172147,1
1599154058,1
1592176015,1
1599113497,1
1592175643,1
1592175289,1
1592174723,1
1592173991,1
1592163276,1
1592152253,1
1592136272,1
1592135412,1
1592132159,1
1599103934,1
1592131622,1
1591931690,1
1592130698,1
1592130570,1
1599102993,1
1599068856,1
1591947468,1
1599088499,1
1591957768,1
1592102462,1
1591961172,1
1591962299,1
1591966714,1
1599068636,1
1591970264,1
1592093921,1
1592073236,1
1592045410,1
1592009037,1
1591970963,1
1599067868,1
1592002601,1
1599066849,1
1599057852,1
1591996281,1
1599058558,1
1599060496,1
1591992856,1
1591974659,1
1592102708,1
1591956338,1
1591950210,1
1592129098,1
1599082868,1
1599077635,1
1591948600,1
1591991439,1
1591949591,1
1599052749,1
1599054250,1
1592130375,1
1591949826,1
1592127657,1
1592106068,1
1592123455,1
1592117623,1
1592117468,1
1592112862,1
1592112636,1
1592111956,1
1592107441,1
1592107259,1
1592106266,1
1592080172,1
1592515744,1
1592237486,1
1592917090,1
1592909115,1
1592910259,1
1592911227,1
1592913237,1
1592914511,1
1592914796,1
1592915306,1
1592916211,1
1599008556,1
1592918884,1
1592786723,1
1592921373,1
1592929749,1
1598977707,1
1592942377,1
1592942496,1
1592951602,1
1592953011,1
1592955974,1
1592962594,1
1592905504,1
1592903635,1
1592888549,1
1592885219,1
1592787314,1
1592788794,1
1592792259,1
1592794233,1
1592795257,1
1592795370,1
1592801676,1
1592806288,1
1592811495,1
1592812095,1
1592813578,1
1592828799,1
1592837865,1
1592846635,1
1592847041,1
1592864912,1
1592867420,1
1592868714,1
1592874060,1
1592963798,1
1592970380,1
1592981864,1
1593114828,1
1593167041,1
1593176932,1
1593182054,1
1593183521,1
1593188752,1
1593195860,1
1593219176,1
1593219836,1
1593231443,1
1593232449,1
1593233265,1
1593233754,1
1593234096,1
1593234548,1
1593238436,1
1593239618,1
1593240349,1
1593247801,1
1593248142,1
1593157138,1
1593114793,1
1592986010,1
1593107788,1
1592993008,1
1593009218,1
1593009880,1
1593020452,1
1593075555,1
1593088376,1
1593095492,1
1593098545,1
1593101761,1
1593102215,1
1598988624,1
1593103155,1
1593103567,1
1593103708,1
1593104711,1
1593104815,1
1593104969,1
1593105117,1
1593107137,1
1592786969,1
1592785255,1
1599033019,1
1598918274,1
1592509833,1
1592511047,1
1592514154,1
1592516144,1
1592516313,1
1592517418,1
1592528331,1
1592531731,1
1592532667,1
1598924148,1
1592781595,1
1599018235,1
1592532899,1
1592533261,1
1592534822,1
1592536568,1
1592538497,1
1592539072,1
1592539156,1
1592539394,1
1592506662,1
1592483716,1
1592481989,1
1592478110,1
1592242065,1
1592242683,1
1592243124,1
1592245390,1
1592247992,1
1592249422,1
1592259187,1
1592268897,1
1592270554,1
1592295963,1
1592306309,1
1592307544,1
1592310128,1
1592394206,1
1592403582,1
1592403785,1
1592447122,1
1592448203,1
1592472633,1
1592539888,1
1592540501,1
1592540734,1
1592668311,1
1592699433,1
1598931390,1
1598939414,1
1598941181,1
1598944877,1
1598955322,1
1598956762,1
1598961241,1
1599011434,1
yesterday,1
1592710133,1
1592721835,1
1592730775,1
1592736908,1
1592737857,1
1592750555,1
1592768586,1
1592771865,1
1592773262,1
1592695325,1
1592665382,1
1592541020,1
1592662085,1
1592541256,1
1592542701,1
1592543061,1
1592543083,1
1592546442,1
1592549755,1
1592558081,1
1592561544,1
1592581807,1
1592583637,1
1592589612,1
1592610209,1
1592613083,1
1592619072,1
1592623424,1
1592631680,1
1592645076,1
1592650114,1
1592651466,1
1598459241,1
1598468391,1
admiral,1
1585703152,1
1598700934,1
1598701055,1
1585622490,1
1598701444,1
1598583162,1
1585703144,1
1585703146,1
1505843442,1
1585703168,1
1598620274,1
1585703171,1
1585703181,1
1585703187,1
1585703208,1
1505843261,1
1585703490,1
1585703502,1
1585703510,1
1599457707,1
1598596164,1
1599455040,1
1598597770,1
1544549100,1
1598616964,1
1544168504,1
1581686637,1
1581687493,1
1527767526,1
1526653160,1
1598699729,1
1598699739,1
1517562549,1
1598612788,1
1513387206,1
1598700076,1
1598700422,1
1583645570,1
1584102545,1
1598601960,1
1585703514,1
1585703517,1
1585703523,1
1598748077,1
1598752227,1
1599430054,1
onecall,1
1587143039,1
1587263837,1
1587302438,1
1587408254,1
1587682810,1
1587682836,1
1588696917,1
1598760287,1
1598760527,1
1599424539,1
1588703617,1
1598767878,1
1588968566,1
1588986276,1
1598751526,1
1598563734,1
1585703526,1
1598745556,1
1585703560,1
1505796944,1
1505795639,1
1585865194,1
1585865992,1
1586022329,1
1598705145,1
1586303774,1
1598711960,1
1598731496,1
1598734383,1
etobicokes,1
1586876188,1
1586878673,1
1586943469,1
1598735774,1
1599433881,1
1581442887,1
1544549240,1
admirals,1
1573834480,1
1598676154,1
1598653074,1
1599440655,1
1598686158,1
1573484879,1
1598651254,1
1599449977,1
1598642372,1
1598641599,1
1545351600,1
1573835179,1
1574595627,1
1574595715,1
1574595794,1
1574595816,1
1574597036,1
1574897902,1
1598640804,1
1573038345,1
1564104812,1
1564305016,1
1598654935,1
1570802804,1
1571116638,1
1571122634,1
1571201995,1
1571278392,1
1598669968,1
1599442457,1
1598661702,1
1571764811,1
1567020847,1
1566074653,1
1565726872,1
1565366684,1
1565202269,1
1598658187,1
1564580585,1
1564416059,1
1598638958,1
1598690066,1
1598690158,1
1598695305,1
1599451785,1
1598696430,1
1598696688,1
1598628555,1
1598697753,1
1577892019,1
1598626949,1
governors,1
governor,1
1598699693,1
1598699710,1
1598699715,1
1580019887,1
1580020852,1
1598699719,1
1598699724,1
miltons,1
1553139195,1
1577158048,1
1561225666,1
1577009179,1
1598690436,1
1560385277,1
1598691665,1
1575657355,1
1575770834,1
1575900137,1
1598636165,1
1598691968,1
1598692244,1
1598692633,1
1576587738,1
1576706909,1
1556754189,1
1598693134,1
1553470872,1
1553470666,1
1576862334,1
1589109558,1
1599423482,1
1599408744,1
1598479565,1
1591578530,1
1591578605,1
1591578653,1
1591578719,1
1591608872,1
1591609232,1
1598480690,1
1591631143,1
1591635849,1
1589109568,1
1598896331,1
1591647023,1
1591649133,1
1591649238,1
1591649284,1
1591663748,1
1591665657,1
1591668977,1
1591578423,1
1591578204,1
1591578133,1
1591578065,1
1591576057,1
1591576187,1
1591576292,1
1591576402,1
1591576487,1
1591576780,1
1591576865,1
1591576965,1
1591577030,1
1591577559,1
1591577627,1
1591577682,1
1591577754,1
1591577825,1
1591577889,1
1591577929,1
1591577999,1
1591700787,1
1591700935,1
1591717765,1
1591816244,1
1599195476,1
1599186389,1
1599185330,1
1599185279,1
1591816950,1
1591822967,1
1591826468,1
1591826821,1
1591830322,1
1591833459,1
1591833931,1
1591834972,1
1591835257,1
1591835281,1
1591864467,1
1591875216,1
1591878361,1
1591816493,1
1591815882,1
1591720669,1
1591815752,1
1591720729,1
1591721065,1
1591721182,1
1591726497,1
1598468575,1
1591778141,1
1569493861,1
1591779206,1
1591784471,1
1591785821,1
1591791691,1
1591794294,1
1599225502,1
1599204443,1
1598462382,1
1591814628,1
1591815391,1
1591575993,1
1591575916,1
1599235711,1
1598831606,1
1316724704,1
1598841576,1
1598845017,1
1598856600,1
1598863940,1
1599354393,1
1599352696,1
1599346483,1
1598886079,1
1284316336,1
1599335933,1
1598889812,1
1599330248,1
1598537139,1
1590118184,1
1599326061,1
1599324800,1
1598833619,1
1598829520,1
1598533645,1
1599366802,1
1589235831,1
1599393594,1
1589340148,1
1599393352,1
parkinglocker,1
1593249079,1
1599392756,1
1598776697,1
1599389559,1
1599389039,1
1598782665,1
1599383798,1
1599377023,1
1598807396,1
1598815635,1
1598819174,1
1598819896,1
1598534184,1
1599317879,1
1598484208,1
1598894446,1
1599294334,1
1599293055,1
1599292901,1
1598894754,1
1599289308,1
1599289016,1
1599288256,1
1599287489,1
1591126834,1
1599284446,1
1599282547,1
1599261399,1
1599250740,1
1598495004,1
1599244228,1
1598491034,1
1598487737,1
1599294520,1
1598894438,1
1599317332,1
1599295035,1
1247801332,1
1598527306,1
1599314254,1
1599309805,1
1598893981,1
1598893993,1
1598894055,1
1599305398,1
1599304614,1
1599303101,1
1598894215,1
1598894230,1
1598894235,1
1598894238,1
1599300993,1
1598894337,1
1599296297,1
1593248691,1
1593953662,1
1593249676,1
1596851579,1
1596658834,1
1596682154,1
1596689896,1
1596703187,1
1596711113,1
1596713151,1
1596713656,1
1596720881,1
1596723242,1
1596732510,1
1596752423,1
1596753219,1
1596759608,1
1596766243,1
1596779247,1
1596779469,1
1596781706,1
1596788387,1
1596797409,1
1596804211,1
1596805852,1
1596805865,1
1596806729,1
1596655662,1
1596642817,1
1596635045,1
1596554233,1
1596483158,1
1596503742,1
1596520542,1
1596528535,1
1596529448,1
1596532306,1
1596532427,1
1596535902,1
1596540748,1
1596554116,1
1596555144,1
1596604311,1
1596559855,1
1596559969,1
1596562452,1
1596566322,1
1596577077,1
1596578403,1
1596586579,1
1596595525,1
1596598023,1
1596598753,1
1596829943,1
1596856710,1
1593250804,1
1596856796,1
1597061230,1
1597064527,1
1597070240,1
1597073881,1
1597075987,1
1597077006,1
1597077107,1
1597077188,1
1597096861,1
1598198710,1
1597099046,1
1597099341,1
1597099411,1
1597100140,1
1597102449,1
1597105248,1
1597123115,1
1597135453,1
1597136755,1
1597144527,1
1597162488,1
1597203168,1
1597219213,1
1597059402,1
1597024101,1
1597018172,1
1596959453,1
1596857873,1
1596867148,1
1596876132,1
1596877720,1
1596889681,1
1596892823,1
1596910486,1
1596914302,1
1596918466,1
1596927972,1
1596962066,1
1597017827,1
1596966667,1
1596976094,1
1596980601,1
1596981054,1
1596981363,1
1596981525,1
1596988234,1
1596990097,1
1596993824,1
1597006867,1
1596482966,1
1596482710,1
1596476375,1
1596472751,1
1595869560,1
1595888260,1
1595889953,1
1595898556,1
1595902736,1
1595907017,1
1595911169,1
1595921733,1
1595940988,1
1595941752,1
1595944900,1
1595948375,1
1595958703,1
1595970556,1
1595970754,1
1595970979,1
1595971678,1
1595976872,1
1595981624,1
1595989479,1
1595996477,1
1596021325,1
1596061430,1
1595860336,1
1595859931,1
1595858880,1
1595769649,1
1598238881,1
1598230648,1
1595730972,1
1598230526,1
1598219107,1
1595735210,1
1595748242,1
1595751410,1
1595766624,1
1595766919,1
1595770841,1
1595848963,1
1595772222,1
1595772481,1
1595779189,1
1595789366,1
1598212902,1
1595801712,1
1595801910,1
1595829452,1
1595840939,1
1595848098,1
1596064878,1
1596132245,1
1596144939,1
1596415083,1
1596349479,1
1596350091,1
1596350241,1
1596356970,1
1596371752,1
1596378767,1
1596378919,1
1596379564,1
1596379819,1
1596405701,1
1596415368,1
1596347363,1
1596416736,1
1596420449,1
1596420567,1
1596422449,1
1596434678,1
1596436966,1
1596437156,1
1596444540,1
1596450160,1
1596459834,1
1596347618,1
1596343167,1
1596148689,1
1596294067,1
1596149631,1
1596153004,1
1596165767,1
1596168325,1
1596208484,1
1596243031,1
1596252380,1
1596252652,1
1596276934,1
1596289933,1
1596294076,1
1596332714,1
1596294082,1
1596296262,1
1596296768,1
1596304207,1
1596305332,1
1596306150,1
1596326465,1
1596327265,1
1596329104,1
1596329528,1
1597234014,1
1597234176,1
1597242688,1
1597656641,1
1597692112,1
1597706448,1
1597707340,1
1597708724,1
1597709710,1
1597714995,1
1597715513,1
1597715894,1
1597715941,1
1597716878,1
1598182257,1
1597727729,1
1597732283,1
1598180262,1
1598173272,1
1599515639,1
1598166587,1
1599523595,1
1598161379,1
1598160638,1
1598149172,1
1597768462,1
1597769133,1
1597687478,1
1597686410,1
1598192105,1
1597669609,1
1597658099,1
1597659627,1
1597659889,1
1597660357,1
1597662206,1
1597665224,1
1597665903,1
1597666339,1
1597668779,1
1597669199,1
1597669697,1
1599515266,1
1597669757,1
1597669913,1
1597670430,1
1597671275,1
1597673243,1
1597674451,1
1597674741,1
1597675113,1
1597677809,1
1597680104,1
1597777066,1
1598131652,1
1598116220,1
1599541955,1
1599538137,1
1598030165,1
1597876909,1
1599550798,1
1599550000,1
1599547022,1
1597896745,1
1599541618,1
1597899268,1
1597899401,1
1598005639,1
1599553682,1
1597996156,1
1597991804,1
1597987109,1
1597902074,1
1599545045,1
1599542504,1
1599544159,1
1597976961,1
1597909724,1
1597953072,1
1597869986,1
1597856883,1
1598074848,1
1597808563,1
1598073390,1
1597787659,1
1599571690,1
1598047739,1
1598047602,1
1597801015,1
1599570741,1
1598043936,1
1599567613,1
1599565560,1
1597808606,1
1597853156,1
1598043101,1
1597810173,1
1597810871,1
1599562696,1
1597811882,1
1599561407,1
1597827796,1
1598039105,1
1597837243,1
1599554218,1
1597657731,1
1597656491,1
1597243043,1
1597656338,1
1597420577,1
1597431504,1
1597432289,1
1597434940,1
1597444815,1
1597454062,1
1597461960,1
1597462751,1
1597463093,1
1597472433,1
1597492181,1
1597493576,1
1597493807,1
1597497208,1
1597504784,1
1597507850,1
1597523152,1
1597523163,1
1597523583,1
1597534040,1
1597535787,1
1597548496,1
1597557036,1
1597416555,1
1597413047,1
1597411896,1
1597302041,1
1597244281,1
1597244666,1
1597256232,1
1597257545,1
1597262785,1
1597267351,1
1597269346,1
1597286411,1
1597288418,1
1597299658,1
1597306761,1
1597401509,1
1597319010,1
1597320326,1
1597330123,1
1597336738,1
1597337218,1
1597350605,1
1597351620,1
1597366472,1
1597368411,1
1597401241,1
1597561707,1
1597573596,1
1597574567,1
1597653469,1
1597647205,1
1597648760,1
1597648862,1
1597650300,1
1597652015,1
1597652017,1
1597652150,1
1597652608,1
1597652740,1
1597653327,1
1597653795,1
1597645529,1
1597653881,1
1597653983,1
1597653990,1
1597655129,1
1597655450,1
1597655459,1
1597655637,1
1597655651,1
1597655912,1
1597655986,1
1597646579,1
1597645519,1
1597576190,1
1597607601,1
1597585119,1
1597585540,1
1597588094,1
1597591614,1
1597592480,1
1597593987,1
1597594432,1
1597595784,1
1597606615,1
1597607232,1
1597609578,1
1597636239,1
1597611652,1
1597612418,1
1597621235,1
1597629938,1
1597630104,1
1597630574,1
1597631902,1
1597633064,1
1597633321,1
1597633625,1
1598244733,1
1595696050,1
1595688555,1
1593853483,1
1593969002,1
1593969125,1
1598426057,1
1599468645,1
1593981119,1
1593997808,1
1594046047,1
1594050093,1
1594050563,1
1594053198,1
1594060387,1
1594065875,1
1594081272,1
1594081539,1
1594081746,1
1594082279,1
1594085288,1
1594088242,1
1594093740,1
1594094884,1
1594095780,1
1594096209,1
1594097583,1
1593958110,1
1593957824,1
1593955364,1
1593928216,1
1593867118,1
1593896661,1
1593910289,1
1593916581,1
1593922105,1
1593925795,1
1593926677,1
1593927188,1
1593927453,1
1593927810,1
1593931544,1
1593954327,1
1593945645,1
1593946220,1
1593946587,1
1593946871,1
1593949308,1
1593950130,1
1593950400,1
1593950764,1
1593951072,1
1593953163,1
1594097911,1
1594098292,1
1594100410,1
1594354515,1
1594298740,1
1594301520,1
1594303347,1
1594308588,1
1594337865,1
1594340168,1
1594340895,1
1594341851,1
1594343444,1
1594345268,1
1594379739,1
1594285724,1
1594402463,1
1594414878,1
1594430989,1
1594431150,1
1594431565,1
1594432597,1
1594434060,1
1594441377,1
1598411138,1
1598404246,1
1594286605,1
1594284651,1
1594104372,1
1594139960,1
1594124572,1
1594124856,1
1594125040,1
1594125580,1
1594126248,1
1594127066,1
1594127544,1
1594128109,1
1594131765,1
1594134737,1
1594175527,1
1594284427,1
1594233941,1
1594245159,1
1594247474,1
1594249013,1
1594257767,1
1594259931,1
1594264912,1
1594266016,1
1594282696,1
1594284180,1
1593853504,1
1593850817,1
1599474512,1
1593845556,1
1593513859,1
1593521546,1
1593523801,1
1593541487,1
1593544734,1
1593560227,1
1593570309,1
1593575235,1
1593579923,1
1593595493,1
1593610290,1
1593613019,1
1593615528,1
1593627675,1
1593630449,1
1593632095,1
1593632908,1
1593633416,1
1593638936,1
1593641691,1
1593642325,1
1593646485,1
1593650452,1
1593510697,1
1593508777,1
1593504978,1
1593356150,1
1593255299,1
1593256110,1
1593257658,1
1593262083,1
1593281181,1
1593322379,1
1593327010,1
1593330212,1
1593340884,1
1593349604,1
1593358958,1
1593504030,1
1593370280,1
1593371913,1
1593382112,1
1593399469,1
1593400182,1
1593419068,1
1593431296,1
1593455246,1
1593482456,1
1593502196,1
1593674342,1
1593679513,1
1593685653,1
1593819985,1
1593814488,1
1593815078,1
1593815495,1
1593816445,1
1593816672,1
1593817653,1
1593817793,1
1593817946,1
1593818255,1
1593819131,1
1593824990,1
1593811430,1
1593825255,1
1593825767,1
1593827631,1
1593827843,1
1593828013,1
1593828217,1
1593828365,1
1593828782,1
1593842460,1
1593842715,1
1593814087,1
1593810467,1
1598446538,1
1593751461,1
1593691997,1
1593693364,1
1593708628,1
1593715439,1
1593728676,1
1593734744,1
1593737608,1
1593738536,1
1593739449,1
1593741266,1
1593767161,1
1593810160,1
1593771316,1
1593782651,1
1593804457,1
1593804867,1
1593805270,1
1593806523,1
1593808752,1
1593809069,1
1593809400,1
1593809721,1
1598403045,1
1594443630,1
1595687910,1
1595085053,1
1595241639,1
1595245350,1
1595246010,1
1595246560,1
1595247560,1
1595249074,1
1595252703,1
1595253108,1
1595257391,1
1595268270,1
1595268576,1
1595271113,1
1595281304,1
1595281666,1
1595281891,1
1595282187,1
1595283087,1
1595283535,1
1595287040,1
1595287271,1
1595288255,1
1595289098,1
1595292427,1
1595216351,1
1595192744,1
1595175797,1
1595114659,1
1595086368,1
1595087087,1
1595089557,1
1595090987,1
1595093263,1
1595097945,1
1595099482,1
1595102159,1
1595102434,1
1595108710,1
1595114970,1
1595159608,1
1595118841,1
1595129055,1
1595132113,1
1598305380,1
1595151027,1
1595151350,1
1598300601,1
1598299392,1
1598293995,1
1595156095,1
1595297352,1
1595297573,1
1595299700,1
1595616557,1
1595559491,1
1595566307,1
1595584188,1
1595584937,1
1595585112,1
1595602743,1
1598265008,1
1598257409,1
1595603976,1
1595614653,1
1595628410,1
1595550004,1
1595638524,1
1595667609,1
1595674602,1
1595676606,1
1595676775,1
1595682579,1
1595685077,1
1595686259,1
1595686710,1
1595687554,1
1595558942,1
1595535948,1
1595306347,1
1595370978,1
1598276724,1
1598267143,1
1595320643,1
1595345330,1
1595350395,1
1595350862,1
1595363025,1
1595366425,1
1595369339,1
1595370105,1
1595396768,1
1595523167,1
1595407653,1
1595412507,1
1595437668,1
1595463020,1
1595492234,1
1595504313,1
1595512058,1
1595513498,1
1595513758,1
1595522716,1
1595085925,1
1595064412,1
1599477138,1
1595048526,1
1594574483,1
1594590895,1
1594595986,1
1594617794,1
1594655475,1
1594655684,1
1594661541,1
1594681104,1
1594728847,1
1594729164,1
1594729681,1
1594732055,1
1594734065,1
1594734627,1
1594735170,1
1594767374,1
1594785557,1
1594790616,1
1594790856,1
1594791379,1
1594791672,1
1594795947,1
1594813439,1
1594563066,1
1594561384,1
1594558954,1
1594446658,1
1594443985,1
1598384745,1
1598379091,1
1598378070,1
1598378013,1
1598376326,1
1594445408,1
1598374696,1
1598372090,1
1598366347,1
1599480371,1
1594558730,1
1598347670,1
1599485203,1
1594477886,1
1594512149,1
1594533489,1
1594555071,1
1594555331,1
1594556361,1
1594557090,1
1594558234,1
1594818893,1
1594820192,1
1594820486,1
1594943619,1
1594893858,1
1594904710,1
1594930750,1
1594931076,1
1594931857,1
1594934132,1
1594935241,1
1594936035,1
1594939488,1
1594939916,1
1594948067,1
1594889067,1
1594949855,1
1594997629,1
1595007214,1
1595027640,1
1595029393,1
1595032017,1
1595032517,1
1595032871,1
1595033503,1
1595035096,1
1594890608,1
1594886090,1
1594822209,1
1594835517,1
1594823444,1
1594823777,1
1594825612,1
1594826462,1
1594826934,1
1594828333,1
1594829112,1
1594829357,1
1594830581,1
1594832206,1
1594839556,1
1594884613,1
1594843545,1
1594844137,1
1594854727,1
1598331305,1
1594861031,1
1594866520,1
1594878394,1
1594882149,1
1594882925,1
1594883735,1
1597096928,1
